Student_ID,Month,Hours_Studied,Attendance,Previous_Scores,Test_Score,Project_Marks,Submission_Timeliness,Participation,Extra_C,Backlogs,Exam_Score,engagement_feature,risk_feature,balance_feature,activeness_feature
1033,Jan,12,97,43,30,32,0,5,10,1,58.92,7.35,-2.3,1.5,7.5
1033,Feb,19,67,43,21,32,0,5,0,1,56.63,5.85,-2.3,2.38,2.5
1033,Mar,33,79,43,20,32,-10,0,5,1,56.29,3.95,-2.3,-0.88,2.5
1033,Apr,13,53,43,20,32,0,0,10,1,50.16,2.65,-2.3,1.62,5.0
1033,May,31,77,43,13,32,10,10,10,1,69.4,8.85,-2.3,8.88,10.0
1033,Jun,7,54,43,21,32,0,0,10,1,40.05,2.7,-2.3,0.88,5.0
1034,Jan,13,50,40,14,31,-10,0,10,5,34.79,2.5,6.0,-3.38,5.0
1034,Feb,9,53,40,21,31,0,5,5,5,41.89,5.15,6.0,1.12,5.0
1034,Mar,34,97,40,20,31,0,10,0,5,60.89,9.85,6.0,4.25,5.0
1034,Apr,32,77,40,15,31,10,5,10,5,58.02,6.35,6.0,9.0,7.5
1034,May,23,86,40,17,31,10,5,0,5,50.81,6.8,6.0,7.88,2.5
1034,Jun,33,83,40,12,31,10,10,0,5,60.16,9.15,6.0,9.12,5.0
1035,Jan,7,70,46,26,34,0,0,0,2,37.79,3.5,-0.6,0.88,0.0
1035,Feb,11,61,46,12,34,10,10,5,2,53.32,8.05,-0.6,6.38,7.5
1035,Mar,33,99,46,22,34,-10,10,10,2,72.25,9.95,-0.6,-0.88,10.0
1035,Apr,19,67,46,11,34,10,0,10,2,51.98,3.35,-0.6,7.38,5.0
1035,May,25,82,46,25,34,0,0,0,2,63.37,4.1,-0.6,3.12,0.0
1035,Jun,23,77,46,11,34,-10,0,5,2,45.57,3.85,-0.6,-2.12,2.5
1036,Jan,19,77,71,10,10,-10,5,0,1,33.72,6.35,-5.1,-2.62,2.5
1036,Feb,13,73,71,14,10,10,10,0,1,41.51,8.65,-5.1,6.62,5.0
1036,Mar,32,64,71,13,10,0,10,0,1,51.44,8.2,-5.1,4.0,5.0
1036,Apr,22,96,71,29,10,0,5,10,1,65.14,7.3,-5.1,2.75,7.5
1036,May,22,91,71,16,10,-10,5,0,1,41.09,7.05,-5.1,-2.25,2.5
1036,Jun,16,88,71,18,10,0,5,0,1,47.78,6.9,-5.1,2.0,2.5
1037,Jan,7,98,50,21,31,-10,10,10,4,46.38,9.9,3.0,-4.12,10.0
1037,Feb,6,56,50,29,31,0,10,5,4,41.01,7.8,3.0,0.75,7.5
1037,Mar,26,64,50,26,31,10,5,10,4,65.21,5.7,3.0,8.25,7.5
1037,Apr,20,71,50,11,31,10,5,10,4,47.01,6.05,3.0,7.5,7.5
1037,May,16,52,50,10,31,10,5,10,4,43.06,5.1,3.0,7.0,7.5
1037,Jun,20,69,50,11,31,10,5,0,4,44.81,5.95,3.0,7.5,2.5
1038,Jan,23,75,78,29,11,-10,5,10,2,50.21,6.25,-3.8,-2.12,7.5
1038,Feb,22,61,78,13,11,-10,10,0,2,36.2,8.05,-3.8,-2.25,5.0
1038,Mar,35,71,78,15,11,0,5,0,2,55.64,6.05,-3.8,4.38,2.5
1038,Apr,28,52,78,20,11,10,10,10,2,65.73,7.6,-3.8,8.5,10.0
1038,May,27,99,78,14,11,-10,10,5,2,53.97,9.95,-3.8,-1.62,7.5
1038,Jun,34,91,78,14,11,10,0,5,2,54.86,4.55,-3.8,9.25,2.5
1039,Jan,23,67,92,18,16,-10,0,10,1,49.98,3.35,-7.2,-2.12,5.0
1039,Feb,18,93,92,26,16,10,10,5,1,65.27,9.65,-7.2,7.25,7.5
1039,Mar,31,72,92,24,16,10,5,10,1,75.72,6.1,-7.2,8.88,7.5
1039,Apr,33,93,92,18,16,-10,0,10,1,58.06,4.65,-7.2,-0.88,5.0
1039,May,27,94,92,30,16,-10,0,10,1,62.06,4.7,-7.2,-1.62,5.0
1039,Jun,28,74,92,12,16,10,5,5,1,60.02,6.2,-7.2,8.5,5.0
1040,Jan,9,55,62,21,21,-10,10,10,4,41.38,7.75,1.8,-3.88,10.0
1040,Feb,28,91,62,19,21,-10,0,5,4,54.96,4.55,1.8,-1.5,2.5
1040,Mar,13,69,62,28,21,10,5,0,4,48.08,5.95,1.8,6.62,2.5
1040,Apr,39,98,62,29,21,-10,0,5,4,60.55,4.9,1.8,-0.12,2.5
1040,May,40,78,62,19,21,-10,0,5,4,55.73,3.9,1.8,0.0,2.5
1040,Jun,35,68,62,11,21,10,10,10,4,59.1,8.4,1.8,9.38,10.0
1041,Jan,38,95,63,27,13,0,5,0,1,67.77,7.25,-4.3,4.75,2.5
1041,Feb,15,71,63,30,13,10,0,10,1,52.81,3.55,-4.3,6.88,5.0
1041,Mar,30,95,63,22,13,-10,5,10,1,63.25,7.25,-4.3,-1.25,7.5
1041,Apr,38,84,63,14,13,-10,0,0,1,49.88,4.2,-4.3,-0.25,0.0
1041,May,13,79,63,14,13,0,10,5,1,48.69,8.95,-4.3,1.62,7.5
1041,Jun,25,76,63,15,13,10,0,5,1,47.59,3.8,-4.3,8.12,2.5
1042,Jan,25,93,69,17,34,-10,0,0,4,46.12,4.65,1.1,-1.88,0.0
1042,Feb,10,100,69,26,34,10,10,0,4,58.92,10.0,1.1,6.25,5.0
1042,Mar,9,70,69,14,34,10,0,5,4,40.44,3.5,1.1,6.12,2.5
1042,Apr,30,99,69,24,34,-10,5,10,4,64.76,7.45,1.1,-1.25,7.5
1042,May,13,80,69,16,34,10,0,10,4,53.31,4.0,1.1,6.62,5.0
1042,Jun,31,50,69,24,34,10,5,10,4,63.46,5.0,1.1,8.88,7.5
1043,Jan,10,89,44,16,24,0,0,10,0,51.48,4.45,-4.4,1.25,5.0
1043,Feb,23,69,44,28,24,0,10,5,0,67.12,8.45,-4.4,2.88,7.5
1043,Mar,11,89,44,11,24,0,10,5,0,47.59,9.45,-4.4,1.38,7.5
1043,Apr,7,71,44,13,24,0,5,10,0,36.69,6.05,-4.4,0.88,7.5
1043,May,14,51,44,13,24,10,5,10,0,46.23,5.05,-4.4,6.75,7.5
1043,Jun,27,71,44,13,24,-10,0,5,0,46.7,3.55,-4.4,-1.62,2.5
1044,Jan,24,56,88,19,22,10,5,5,0,58.37,5.3,-8.8,8.0,5.0
1044,Feb,17,91,88,21,22,-10,5,10,0,52.57,7.05,-8.8,-2.88,7.5
1044,Mar,6,51,88,21,22,10,0,10,0,54.29,2.55,-8.8,5.75,5.0
1044,Apr,37,79,88,22,22,-10,10,5,0,74.85,8.95,-8.8,-0.38,7.5
1044,May,24,67,88,22,22,10,5,0,0,68.71,5.85,-8.8,8.0,2.5
1044,Jun,29,54,88,20,22,0,0,5,0,56.88,2.7,-8.8,3.62,2.5
1045,Jan,22,96,46,15,28,10,5,5,4,52.34,7.3,3.4,7.75,5.0
1045,Feb,35,69,46,12,28,-10,10,0,4,57.01,8.45,3.4,-0.62,5.0
1045,Mar,29,78,46,26,28,0,10,5,4,60.54,8.9,3.4,3.62,7.5
1045,Apr,24,71,46,14,28,10,10,5,4,57.16,8.55,3.4,8.0,7.5
1045,May,39,72,46,16,28,0,10,5,4,63.17,8.6,3.4,4.88,7.5
1045,Jun,11,87,46,11,28,10,10,5,4,40.72,9.35,3.4,6.38,7.5
1046,Jan,25,97,60,27,33,10,0,5,1,69.25,4.85,-4.0,8.12,2.5
1046,Feb,22,79,60,24,33,-10,0,5,1,53.7,3.95,-4.0,-2.25,2.5
1046,Mar,8,87,60,23,33,-10,5,5,1,42.97,6.85,-4.0,-4.0,5.0
1046,Apr,10,87,60,27,33,0,10,10,1,57.45,9.35,-4.0,1.25,10.0
1046,May,20,55,60,17,33,10,10,0,1,53.1,7.75,-4.0,7.5,5.0
1046,Jun,11,55,60,28,33,0,0,0,1,51.08,2.75,-4.0,1.38,0.0
1047,Jan,35,96,52,16,10,-10,5,5,3,50.88,7.3,0.8,-0.62,5.0
1047,Feb,8,79,52,15,10,-10,10,10,3,34.95,8.95,0.8,-4.0,10.0
1047,Mar,8,56,52,19,10,-10,10,0,3,27.7,7.8,0.8,-4.0,5.0
1047,Apr,39,51,52,17,10,0,5,10,3,56.2,5.05,0.8,4.88,7.5
1047,May,16,72,52,20,10,10,5,0,3,41.52,6.1,0.8,7.0,2.5
1047,Jun,22,89,52,12,10,-10,10,0,3,41.52,9.45,0.8,-2.25,5.0
1048,Jan,27,62,47,11,23,-10,0,5,5,35.79,3.1,5.3,-1.62,2.5
1048,Feb,13,95,47,27,23,10,10,5,5,51.52,9.75,5.3,6.62,7.5
1048,Mar,12,65,47,14,23,-10,0,0,5,22.39,3.25,5.3,-3.5,0.0
1048,Apr,9,61,47,23,23,-10,10,0,5,28.33,8.05,5.3,-3.88,5.0
1048,May,23,66,47,20,23,10,5,0,5,47.82,5.8,5.3,7.88,2.5
1048,Jun,14,99,47,14,23,10,10,5,5,43.16,9.95,5.3,6.75,7.5
1049,Jan,16,85,79,23,15,10,5,10,0,64.57,6.75,-7.9,7.0,7.5
1049,Feb,19,95,79,15,15,10,10,0,0,57.7,9.75,-7.9,7.38,5.0
1049,Mar,13,86,79,22,15,0,0,5,0,47.68,4.3,-7.9,1.62,2.5
1049,Apr,39,81,79,15,15,-10,10,0,0,64.14,9.05,-7.9,-0.12,5.0
1049,May,17,62,79,23,15,0,0,0,0,53.14,3.1,-7.9,2.12,0.0
1049,Jun,7,60,79,27,15,0,0,10,0,49.93,3.0,-7.9,0.88,5.0
1050,Jan,20,52,91,11,17,-10,10,5,2,39.3,7.6,-5.1,-2.5,7.5
1050,Feb,34,59,91,19,17,0,5,0,2,63.42,5.45,-5.1,4.25,2.5
1050,Mar,33,52,91,27,17,-10,5,5,2,57.85,5.1,-5.1,-0.88,5.0
1050,Apr,11,77,91,15,17,0,5,5,2,41.65,6.35,-5.1,1.38,5.0
1050,May,28,97,91,12,17,-10,0,10,2,50.97,4.85,-5.1,-1.5,5.0
1050,Jun,12,92,91,20,17,10,0,10,2,56.34,4.6,-5.1,6.5,5.0
