Student_ID,Month,Hours_Studied,Attendance,Submission_Timeliness,Participation,Extra_C,Previous_Scores,Test_Score,Project_Marks,Backlogs,Exam_Score
1046,Jan,NaN,71,Late,Medium,Active,89,23,NaN,5,22.55
1046,Feb,,88,Late,,Highly Active,89,12,36,5,38.02
1046,Mar,11,50,No Submmission,Medium,Inactive,89,NaN,36,5,21.22
1046,Apr,6,NaN,Late,High,NaN,89,27,36,5,36.93
1046,May,23,59,No Submmission,High,Active,89,20,36,5,46.75
1046,Jun,21,77,On time,,Inactive,89,19,36,5,58.91
1047,Jan,40,75,Late,Low,Highly Active,71,13,NaN,4,48.04
1047,Feb,37,,No Submmission,High,Active,71,29,15,4,55.06
1047,Mar,,66,NaN,High,Active,71,17,15,4,27.63
1047,Apr,37,,On time,Low,Inactive,71,10,15,4,40.54
1047,May,12,68,Late,High,Inactive,71,18,15,4,32.98
1047,Jun,NaN,95,Late,,Highly Active,71,NaN,,4,11.62
1048,Jan,6,89,No Submmission,NaN,Inactive,55,17,21,4,25.36
1048,Feb,16,100,,High,NaN,55,11,21,4,38.01
1048,Mar,18,98,On time,High,Inactive,55,17,21,4,46.86
1048,Apr,35,55,Late,High,Inactive,55,,21,4,43.25
1048,May,12,NaN,No Submmission,High,,55,10,21,4,15.0
1048,Jun,26,83,On time,Medium,Highly Active,55,NaN,,4,39.63
1049,Jan,23,,Late,High,Highly Active,67,30,26,4,58.58
1049,Feb,36,,,Medium,Highly Active,67,20,26,4,49.83
1049,Mar,30,66,Late,,Active,67,20,26,4,49.49
1049,Apr,16,96,On time,Low,Highly Active,67,NaN,26,4,42.37
1049,May,5,62,Late,Low,Highly Active,67,29,26,4,45.58
1049,Jun,11,77,No Submmission,,Highly Active,67,27,26,4,43.42
1050,Jan,25,62,No Submmission,Low,Inactive,87,NaN,40,3,44.34
1050,Feb,6,75,On time,Medium,,87,27,,3,31.88
1050,Mar,,75,On time,High,Active,87,17,40,3,44.41
1050,Apr,25,96,No Submmission,High,Highly Active,87,20,40,3,70.52
1050,Jun,8,57,Late,Low,Highly Active,87,20,,3,34.24
1051,Jan,30,,Late,Low,NaN,45,26,17,4,47.78
1051,Feb,35,80,,High,Inactive,45,21,17,4,63.58
1051,Mar,40,68,On time,Low,Highly Active,45,19,17,4,59.11
1051,Apr,17,73,Late,Medium,Highly Active,45,27,17,4,53.98
1051,May,34,,No Submmission,Medium,,45,20,17,4,38.31
1051,Jun,18,95,,,Active,45,,17,4,25.37
1052,Jan,5,52,Late,High,Highly Active,86,26,38,1,50.28
1052,Feb,34,58,On time,High,Highly Active,86,25,38,1,86.48
1052,Mar,12,61,On time,High,Inactive,86,26,38,1,63.48
1052,Apr,27,89,Late,Medium,Highly Active,86,26,38,1,80.85
1052,May,NaN,56,Late,Medium,Active,86,30,38,1,48.68
1052,Jun,NaN,93,No Submmission,Low,Active,86,22,38,1,43.71
1053,Jan,24,73,On time,High,Highly Active,42,23,34,0,72.1
1053,Feb,17,57,No Submmission,Medium,Inactive,42,28,34,0,52.77
1053,Mar,27,57,,,Highly Active,42,20,34,0,68.53
1053,Apr,34,64,Late,High,NaN,42,,34,0,61.09
1053,May,14,71,No Submmission,Low,Highly Active,42,13,34,0,45.72
1053,Jun,9,80,No Submmission,High,Inactive,42,10,34,0,42.03
1054,Jan,31,93,Late,Medium,Inactive,42,,33,5,39.4
1054,Feb,13,76,On time,NaN,Active,42,29,33,5,48.64
1054,Mar,23,95,No Submmission,High,Inactive,42,13,33,5,44.16
1054,Apr,25,53,Late,Low,Highly Active,42,28,33,5,56.02
1054,May,7,91,No Submmission,Low,Active,42,15,33,5,29.39
1054,Jun,NaN,55,Late,Medium,Active,42,23,33,5,30.84
1055,Jan,17,59,Late,Medium,Active,54,18,13,1,46.46
1055,Feb,38,86,No Submmission,Low,Inactive,54,13,,1,48.46
1055,Mar,NaN,52,On time,Low,Highly Active,54,22,13,1,32.89
1055,Apr,28,58,Late,High,Inactive,54,NaN,13,1,44.09
1055,May,5,100,On time,,Inactive,54,23,13,1,42.83
1055,Jun,,94,No Submmission,High,Active,54,21,NaN,1,30.94
1056,Jan,16,83,Late,Low,,58,10,20,2,35.47
1056,Feb,NaN,64,No Submmission,Low,Inactive,58,13,20,2,24.26
1056,Mar,,96,Late,Medium,Inactive,58,28,20,2,39.37
1056,Apr,NaN,74,Late,Low,Highly Active,58,NaN,20,2,26.56
1056,May,35,69,On time,Medium,Inactive,58,17,20,2,62.13
1056,Jun,18,62,No Submmission,Medium,Active,58,20,20,2,47.16
1057,Jan,38,,No Submmission,Low,Highly Active,94,28,26,0,70.19
1057,Feb,22,75,On time,High,Inactive,94,16,26,0,67.79
1057,Mar,NaN,62,,,Highly Active,94,19,26,0,37.0
1057,Apr,23,54,Late,High,Highly Active,94,NaN,26,0,54.43
1057,May,37,55,No Submmission,,Highly Active,94,19,26,0,72.27
1057,Jun,24,NaN,No Submmission,Medium,Inactive,94,25,26,0,53.08
1058,Jan,38,66,,NaN,Active,82,19,28,4,66.27
1058,Mar,15,74,Late,Medium,Active,82,13,28,4,45.43
1058,Apr,34,99,On time,,Active,82,11,28,4,68.3
1058,Jun,8,73,On time,NaN,Highly Active,82,24,28,4,51.98
1059,Jan,,53,Late,Medium,Inactive,42,29,28,3,29.18
1059,Feb,,100,Late,NaN,Inactive,42,29,28,3,41.12
1059,Mar,36,70,No Submmission,,Highly Active,42,26,28,3,65.72
1059,Apr,33,88,,Low,Active,42,14,28,3,62.13
1059,May,39,85,Late,Low,Active,42,,28,3,55.42
1059,Jun,7,96,,Low,Inactive,42,14,28,3,33.63
1060,Jan,10,77,On time,Medium,Active,92,13,29,0,48.02
1060,Feb,29,51,,Medium,Highly Active,92,24,29,0,73.81
1060,Mar,18,53,Late,Low,Highly Active,92,27,29,0,55.88
1060,Apr,28,92,No Submmission,High,Active,92,10,29,0,62.83
1060,May,7,70,On time,Low,Active,92,16,29,0,50.69
1060,Jun,37,60,No Submmission,High,Inactive,92,29,29,0,73.52
1061,Feb,21,74,Late,Medium,Active,60,10,23,2,49.53
1061,Mar,NaN,80,On time,Low,Inactive,60,10,NaN,2,17.09
1061,Apr,14,66,On time,Medium,Highly Active,60,25,23,2,56.44
1061,May,27,,No Submmission,Low,Highly Active,60,21,23,2,44.79
1061,Jun,33,90,On time,Medium,Highly Active,60,27,23,2,75.14
1062,Jan,24,78,On time,Medium,Highly Active,62,13,11,5,47.42
1062,Feb,,81,On time,Low,Highly Active,62,11,11,5,30.1
1062,Mar,28,95,On time,Medium,Inactive,62,24,11,5,51.11
1062,Apr,20,64,On time,Medium,Highly Active,62,19,,5,41.97
1062,May,17,76,No Submmission,High,Inactive,62,13,11,5,25.14
1062,Jun,40,68,No Submmission,Medium,Inactive,62,11,11,5,50.17
1063,Jan,25,90,On time,Low,Active,97,11,21,2,59.87
1063,Feb,11,94,Late,Low,Active,97,,,2,30.19
1063,Apr,39,NaN,On time,NaN,Highly Active,97,27,21,2,73.93
1063,May,37,,Late,Low,Active,97,30,21,2,62.29
1063,Jun,26,93,No Submmission,,Inactive,97,NaN,21,2,38.73
1064,Jan,38,81,On time,High,Active,89,29,36,4,83.18
1064,Feb,37,99,No Submmission,High,Inactive,89,,,4,39.72
1064,Mar,24,NaN,,Low,Highly Active,89,30,36,4,58.78
1064,Apr,37,89,Late,NaN,,89,28,36,4,78.01
1064,May,,55,Late,Low,Active,89,21,,4,19.4
1064,Jun,37,96,Late,Low,Highly Active,89,15,NaN,4,51.03
1065,Jan,16,61,On time,Low,Active,75,19,31,2,54.0
1065,Feb,5,NaN,On time,High,Active,75,14,31,2,31.71
1065,Mar,29,87,On time,High,Inactive,75,17,31,2,73.38
1065,Apr,34,71,Late,High,Highly Active,75,25,31,2,70.84
1065,May,32,90,Late,High,Highly Active,75,18,31,2,72.73
1065,Jun,31,71,On time,,Highly Active,75,27,31,2,71.8
1066,Jan,29,50,,Low,,52,NaN,37,2,44.46
1066,Feb,32,59,On time,High,Inactive,52,,NaN,2,47.42
1066,Mar,6,81,On time,,Highly Active,52,11,37,2,41.36
1066,Apr,40,71,,,Active,52,16,37,2,67.17
1066,May,9,68,Late,NaN,Active,52,14,37,2,40.98
1066,Jun,10,,No Submmission,High,,52,28,37,2,42.76
1067,Jan,15,,NaN,Medium,Active,91,19,23,5,34.59
1067,Feb,25,99,Late,Medium,,91,,23,5,41.0
1067,Mar,23,87,On time,High,,91,,,5,33.68
1067,Apr,14,92,No Submmission,Low,Inactive,91,29,23,5,41.03
1067,May,34,59,On time,Low,Inactive,91,29,23,5,68.29
1067,Jun,39,NaN,On time,Low,Inactive,91,NaN,23,5,40.68
1068,Jan,15,,On time,High,Active,73,,34,5,28.03
1068,Feb,22,50,No Submmission,Low,Inactive,73,17,34,5,35.14
1068,Mar,28,,On time,Low,Highly Active,73,15,34,5,50.69
1068,Apr,36,82,On time,,Active,73,25,34,5,76.14
1068,May,38,82,On time,Medium,Inactive,73,26,,5,53.86
1068,Jun,39,69,No Submmission,High,Highly Active,73,10,34,5,58.86
1069,Jan,30,,On time,High,,45,,20,3,37.29
1069,Feb,18,72,Late,High,Highly Active,45,25,20,3,52.28
1069,Mar,7,76,No Submmission,Low,Highly Active,45,14,20,3,25.81
1069,Apr,9,71,No Submmission,High,Inactive,45,16,20,3,31.27
1069,May,5,83,On time,Low,Highly Active,45,24,20,3,42.9
1069,Jun,30,59,On time,,Inactive,45,24,20,3,60.41
1070,Feb,28,79,No Submmission,Medium,Inactive,44,20,NaN,4,39.74
1070,Mar,,87,On time,,Active,44,17,24,4,28.73
1070,Apr,22,72,On time,,Inactive,44,25,24,4,55.41
1070,May,31,,On time,Low,NaN,44,14,24,4,39.11
1070,Jun,NaN,61,On time,Low,Inactive,44,15,24,4,27.42
1071,Jan,30,50,On time,Medium,Highly Active,59,26,40,5,68.7
1071,Feb,9,100,Late,High,Inactive,59,,40,5,32.56
1071,Mar,25,79,No Submmission,Medium,Highly Active,59,21,40,5,60.64
1071,Apr,22,67,Late,NaN,Active,59,26,40,5,50.76
1071,May,32,,On time,High,Active,59,,40,5,53.26
1071,Jun,5,76,No Submmission,Low,Highly Active,59,23,40,5,36.95
1072,Jan,20,58,,NaN,Active,64,25,26,1,52.12
1072,Feb,13,96,NaN,High,NaN,64,18,26,1,54.89
1072,Mar,20,,Late,High,Active,64,30,26,1,52.23
